,Term1,Term2,Term3,Term4
8079,niacinamida,hiperlipemia,gemfibrozilo,hipertrigliceridemia
8080,prednisolona,reumatismo,metiltestosterona,hipogonadismo
8081,simvastatina,hipertrigliceridemia,selegilina,esquizofrenia
8082,probenecid,gota,feniltoloxamina,rinitis
8083,digoxina,shock,calcitriol,raquitismo
8084,sucralfato,esofagitis,fenol,dolor
8085,fenfluramina,obesidad,diclofenaco,fotofobia
8086,oxacilina,meningitis,ametopterina, m osteosarcoma
8087,probenecid,neurosifilis,desoxiefedrina,narcolepsia
8088,probenecid,gonorrea,omeprazol,esofagitis
8089,tiroglobulina,tirotoxicosis,cerivastatina,hipercolesterolemia
8090,ametopterina,leucemia,esomeprazol,esofagitis
8091,perfenazina,esquizofrenia,indometacina,bursitis
8092,mentol,dolor,ketamina,dolor
8093,melfalan,rabdosarcoma,enoxaparina,tromboflebitis
8094,loratadina,urticaria,cetoconazol,leishmaniosis
8095,prometazina,vomitos,cefotaxima,neumonia
8096,haloperidol,esquizofrenia,diclorodiaminoplatino,neuroblastoma
8097,acetofenetidina,dolor,loratadina,urticaria
8098,bleomicina,melanoma,azitromicina,tonsilitis
8099,tiamina,pelagra,furosemida,edema
8100,nandrolona,anemia,isotretinoina,leucemia
8101,etoposido,neuroblastoma,digoxina,shock
8102,risperidona,demencia,levofloxacino,bronquitis
8103,minoxidil,calvicie,levofloxacino,neumonia
8104,hidroclorotiazida,edema,eugenol,dentalgia
8105,paraldehido,delirio,clomipramina,dolor
8106,ketamina,dolor,ampicilina,disenteria
8107,oxicodona,dolor,ampicilina,meningitis
8108,paraldehido,delirio,ibuprofeno,dolor
8109,guaifenesina,tos,diclorodiaminoplatino,neuroblastoma
8110,amoxicilina,listerelosis,acemanan,leucemia
8111,glucagon,bradicardia,acetilcisteina,envenenamiento
8112,cortisol,shock,citrato,acidosis
8113,fluor,osteoporosis,cefuroxima,gonorrea
8114,propranolol,cromafinoma,cetiricina,urticaria
8115,teofilina,bradicardia,glucagon,hipoglucemia
8116,medroxiprogesterona,hipoventilacion,bromocriptina,amenorrea
8117,meticilina,neumonia,l arginina,alcalosis
8118,pilocarpina,midriasis,etoposido,leucemia
8119,estreptomicina,brucelosis,caspofungina,aspergilosis
8120,meropenem,neutropenia,atorvastatina,hipercolesterolemia
8121,moxifloxacino,cistitis,gemfibrozilo,hipertrigliceridemia
8122,propranolol,cromafinoma,diclorodiaminoplatino,melanoma
8123,ciprofloxacino,fiebre,ampicilina,disenteria
8124,citarabina,leucemia,benzocaina,dentalgia
8125,colecalciferol,osteoporosis,ampicilina,listerelosis
8126,indometacina,inflamacion,calcitriol,raquitismo
8127,espironolactona,hipokalemia,ampicilina,gonorrea
8128,opio,dolor,metronidazol,absceso
8129,oxicodona,dolor,clozapina,esquizofrenia
8130,fenitoina,epilepsia,mitoxantrona,sarcoma
8131,indometacina,artritis,albendazol,giardosis
8132,pseudoefedrina,sinusitis,clorpromazina,trismo
8133,ciprofloxacino,disenteria,cefuroxima,faringitis
8134,escopolamina,disenteria,tirocalcitonina,osteoporosis
8135,pseudoefedrina,rinitis,claritromicina,tonsilitis
8136,meropenem,apendicitis,doxilamina,rinitis
8137,fenol,dolor,cefuroxima,faringitis
8138,mebendazol,helmintosis,ciprofloxacino,gonorrea
8139,cerivastatina,hipertrigliceridemia,cefotaxima,meningitis
8140,temozolomida,astroglioma,heparina,tromboembolia
8141,diclorodiaminoplatino,mesotelioma,brimonidina,glaucoma
8142,azufre,rosacea,ciprofloxacino,prostatitis
8143,niacina,hiperlipemia,ciclofosfamida,leucemia
8144,guaifenesina,faringitis,ampicilina,gonorrea
8145,fenilefrina,rinitis,ciclofosfamida,leucemia
8146,irinotecan,linfoma,flecainida,taquiarritmia
8147,clorpromazina,vomitos,cafeina,apnea
8148,delta   tetrahidrocanabinol,nauseoso,paromomicina,criptosporidiasis
8149,valdecoxib,dismenorrea,mitomicina,glaucoma
8150,norfloxacino,cistitis,naproxeno,gota
8151,ceftazidima,fiebre,cefotaxima,meningitis
8152,niacinamida,hiperlipemia,imipramina,enuresis
8153,ivermectina,prurito,ciprofloxacino,gonorrea
8154,prazicuantel,bilarziasis,clonazepam,esquizofrenia
8155,prometazina,rinitis,amoxicilina,sinusitis
8156,levofloxacino,neumonia,fluorouracilo,keratosis
8157,dopamina,bradicardia,acetilcisteina,amiloidosis
8158,lansoprazol,esofagitis,auranofina,artritis
8159,tramadol,dolor,fenilpropanolamina,obesidad
8160,delta   tetrahidrocanabinol,nauseoso,loratadina,urticaria
8161,levofloxacino,bronquitis,hidroquinona,hiperpigmentacion
8162,fenilefrina,rinitis,guaifenesina,sinusitis
8163,topotecan,carcinoma,propranolol,taquiarritmia
8164,naproxeno,bursitis,atorvastatina,hipercolesterolemia
8165,cetoconazol,leishmaniosis,filgrastim,neutropenia
8166,paraldehido,delirio,indometacina,bursitis
8167,metiltestosterona,hipogonadismo,claritromicina,tonsilitis
8168,ciclofosfamida,hemosiderosis,clorpromazina,trismo
8169,niacinamida,hiperlipemia,aspirina,inflamacion
8170,guaifenesina,coqueluche,etoposido,neuroblastoma
8171,niacinamida,pelagra,clofazimina,lepra
8172,sulfatiazol,vaginitis,metiltestosterona,hipogonadismo
8173,propranolol,cromafinoma,hidroxicarbamida,soriasis
8174,escopolamina,disenteria,digoxina,shock
8175,probenecid,gota,fluconazol,candidosis
8176,nabumetona,dolor,tirocalcitonina,osteoporosis
8177,cimetidina,urticaria,aspirina,dolor
8178,metronidazol,amebiasis,clonidina,diarrea
8179,diclorodiaminoplatino,carcinoma,bromocriptina,infertil
8180,irinotecan,linfoma,adenosina,taquiarritmia
8181,risperidona,esquizofrenia,adenosina,taquiarritmia
8182,ivermectina,prurito,salbutamol,asma
8183,etoposido,rabdosarcoma,cisaprida,dispepsia
8184,itraconazol,aspergilosis,auranofina,artritis
8185,insulina,hiperglicemia,citarabina,leucemia
8186,naproxeno,inflamacion,deferoxamina,hemocromatosis
8187,mercaptopurina,linfoma,filgrastim,neutropenia
8188,ciclofosfamida,leucemia,l arginina,acidosis
8189,vancomicina,meningitis,lovastatina,hipertrigliceridemia
8190,lovastatina,hipertrigliceridemia,tirocalcitonina,osteoporosis
8191,temozolomida,melanoma,fluoxetina,bulimia
8192,temozolomida,melanoma,opio,diarrea
8193,tiamina,beriberi,codeina,dolor
8194,hidrocodona,dolor,codeina,tos
8195,cetoconazol,histoplasmosis,cefotaxima,neumonia
8196,oxitetraciclina,gonorrea,gabapentina,epilepsia
8197,propranolol,cromafinoma,heparina,tromboembolia
8198,escopolamina,rinitis,fisostigmina,glaucoma
8199,cefuroxima,gonorrea,bromocriptina,hipogonadismo
8200,ciclofosfamida,rabdosarcoma,adenosina,taquiarritmia
8201,rifampicina,brucelosis,clonidina,dolor
8202,guaifenesina,sinusitis,glucagon,bradicardia
8203,levofloxacino,pielonefritis,cefuroxima,gonorrea
8204,carbonildiamida,hiperqueratosis,citalopram,demencia
8205,nortriptilina,enuresis,difenhidramina,nauseoso
8206,niacinamida,pelagra,flucitosina,meningitis
8207,heparina,tromboflebitis,ciprofloxacino,sinusitis
8208,naproxeno,dismenorrea,ibuprofeno,gota
8209,cocaina,dolor,cimetidina,dispepsia
8210,vincristina,leucemia,vancomicina,neutropenia
8211,fenazopiridina,dolor,aciclovir,varicela
8212,moxifloxacino,neumonia,hidroclorotiazida,edema
8213,rifampicina,brucelosis,nistatina,candidosis
8214,colecalciferol,soriasis,bleomicina,linfoma
8215,ceftazidima,meningitis,bleomicina,melanoma
8216,prazicuantel,bilarziasis,caspofungina,aspergilosis
8217,sulfanilamida,candidosis,itraconazol,aspergilosis
8218,tetraciclina,lues,melfalan,rabdosarcoma
8219,prazicuantel,bilarziasis,lansoprazol,esofagitis
8220,fenilpropanolamina,obesidad,aspirina,fiebre
8221,eritromicina,gonorrea,diclofenaco,dismenorrea
8222,cortisol,shock,ceftazidima,fiebre
8223,insulina,hiperglicemia,guaifenesina,faringitis
8224,meticilina,neumonia,ciclosporina,soriasis
8225,mitomicina,adenocarcinoma,claritromicina,sinusitis
8226,fluorouracilo,keratosis,finasterida,calvicie
8227,lindano,prurito,bromocriptina,infertil
8228,oxitetraciclina,lues,metilprednisolona,inflamacion
8229,vinblastina,reticulosis,glucosa,hipoglucemia
8230,imipenem,septicemia,hidroxicarbamida,soriasis
8231,doxilamina,cefalodinia,atropina,envenenamiento
8232,desoxiefedrina,obesidad,cafeina,apnea
8233,lidocaina,dolor,ceftriaxona,peritonitis
8234,meropenem,peritonitis,meprobamato,espasmo
8235,prometazina,vomitos,norepinefrina,shock
8236,butorfanol,dolor,bromocriptina,infertil
8237,dapsona,lepra,bromocriptina,hiperprolactinemia
8238,talidomida,lepra,irinotecan,linfoma
8239,furosemida,edema,diclofenaco,keratosis
8240,clonazepam,esquizofrenia,clorpromazina,vomitos
8241,doxiciclina,neumonia,atropina,envenenamiento
8242,tiamina,beriberi,rifampicina,brucelosis
8243,prednisolona,conjuntivitis,hidroxicarbamida,melanoma
8244,teofilina,apnea,paracetamol,dolor
8245,mebendazol,helmintosis,isotretinoina,neuroblastoma
8246,olanzapina,esquizofrenia,diclofenaco,keratosis
8247,topiramato,epilepsia,procarbazina,linfoma
8248,oxacilina,osteomielitis,calcitriol,soriasis
8249,cocaina,tos,benzocaina,otalgia
8250,modafinilo,cansancio,aspirina,dolor
8251,midazolam,desazon,bupivacaina,dolor
8252,paromomicina,criptosporidiasis,furosemida,edema
8253,dopamina,shock,deferoxamina,hemocromatosis
8254,clonidina,diarrea,ceftriaxona,neumonia
8255,desmopresina,trombocitopenia,bleomicina,melanoma
8256,budesonida,rinitis,ampicilina,listerelosis
8257,octreotida,acromegalia,guaifenesina,coqueluche
8258,pseudoefedrina,sinusitis,mitomicina,adenocarcinoma
8259,mitomicina,glaucoma,enoxaparina,tromboflebitis
8260,colchicina,amiloidosis,alprazolam,agorafobia
8261,vancomicina,enterocolitis,testosterona,hipogonadismo
8262,ciprofloxacino,osteomielitis,  fenilpropano   amina,narcolepsia
8263,moxifloxacino,neumonia,cafeina,apnea
8264,irinotecan,linfoma,imipramina,dolor
8265,modafinilo,narcolepsia,clonidina,glaucoma
8266,progesterona,amenorrea,indometacina,dolor
8267,calcitriol,raquitismo,atropina,bradicardia
8268,etoposido,reticulosis,celecoxib,dismenorrea
8269,meropenem,peritonitis,ibuprofeno,dismenorrea
8270,carbamazepina,esquizofrenia,bromocriptina,amenorrea
8271,procarbazina,linfoma,prednisona,hipersensibilidad
8272,heparina,tromboflebitis,bromocriptina,hipogonadismo
8273,sucralfato,neumonia,enoxaparina,angor
8274,heparina,tromboembolia,albendazol,hidatidosis
8275,procarbazina,melanoma,clorpromazina,nauseoso
8276,diclorodiaminoplatino,neuroblastoma,aspirina,fiebre
8277,fenilpropanolamina,obesidad,niacina,hiperlipemia
8278,oxigeno,gangrenoso,naproxeno,bursitis
8279,tiroxina,bocio,trombina,sangrado
8280,olanzapina,esquizofrenia,eritromicina,gonorrea
8281,prometazina,dolor,desoxiefedrina,obesidad
8282,glicerina,dermatitis,cimetidina,acidez
8283,melfalan,neuroblastoma,cefuroxima,faringitis
8284,meropenem,neutropenia,ibuprofeno,fiebre
8285,tiamina,pelagra,ciprofloxacino,gonorrea
8286,moxifloxacino,neumonia,benzocaina,dentalgia
8287,prednisona,hipersensibilidad,auranofina,penfigo
8288,etanercept,artritis,dopamina,shock
8289,eritromicina,gonorrea,cimetidina,urticaria
8290,opio,dolor,metronidazol,enterocolitis
8291,tiamina,beriberi,ibuprofeno,gota
8292,cetoconazol,histoplasmosis,acetilcisteina,bronquitis
8293,propofol,desazon,clonidina,dolor
8294,epinefrina,hipopiesis,celecoxib,dismenorrea
8295,moxifloxacino,bronquitis,guaifenesina,rinitis
8296,reserpina,esquizofrenia,clozapina,esquizofrenia
8297,vancomicina,neutropenia,estreptomicina,peste
8298,vinblastina,corioepitelioma,finasterida,calvicie
8299,tiroxina,bocio,meperidina,dolor
8300,simvastatina,hipercolesterolemia,atropina,uveitis
8301,medroxiprogesterona,amenorrea,atorvastatina,hipertrigliceridemia
8302,indometacina,artritis,guaifenesina,sinusitis
8303,oxitetraciclina,lues,diclofenaco,keratosis
8304,fenitoina,epilepsia,alopurinol,gota
8305,epinefrina,hipopiesis,dihidrocodeina,tos
8306,sucralfato,neumonia,prednisona,hipercalcemia
8307,talidomida,lepra,nilutamida,carcinoma
8308,vinblastina,reticulosis,finasterida,calvicie
8309,nitroglicerina,eclampsia,clorpromazina,vomitos
8310,reserpina,esquizofrenia,ibuprofeno,bursitis
8311,talco,neumotorax,ifosfamida,sarcoma
8312,cimetidina,dispepsia,carbamazepina,epilepsia
8313,metronidazol,amebiasis,lorazepam,vomitos
8314,teofilina,apnea,prednisolona,conjuntivitis
8315,irinotecan,leucemia,clonidina,diarrea
8316,dexametasona,vomitos,cloroquina,penfigo
8317,octreotida,acromegalia,meropenem,peritonitis
8318,permetrina,prurito,meperidina,dolor
8319,diclofenaco,inflamacion,ciclofosfamida,leucemia
8320,prednisona,reumatismo,oxigeno,neumonia
8321,celecoxib,dismenorrea,salbutamol,asma
8322,niacinamida,hiperlipemia,ciprofloxacino,osteomielitis
8323,omeprazol,acidez,nabumetona,inflamacion
8324,irinotecan,leucemia,cerivastatina,hipertrigliceridemia
8325,meprobamato,cefalodinia,prostaciclina,purpura
8326,lovastatina,hipercolesterolemia,aztreonam,septicemia
8327,hidroclorotiazida,edema,butorfanol,dolor
8328,tetraciclina,bronquitis,indometacina,artritis
8329,desoxiefedrina,narcolepsia,cefuroxima,gonorrea
8330,quinina,babesiasis,modafinilo,narcolepsia
8331,ipratropio,rinitis,cefotaxima,neumonia
8332,octreotida,diarrea,heparina,tromboembolia
8333,feniltoloxamina,rinitis,moxifloxacino,bronquitis
8334,guaifenesina,rinitis,aprotinina,sangrado
8335,indometacina,artritis,glucagon,hipoglucemia
8336,propiltiouracilo,bocio,colecalciferol,osteoporosis
8337,teofilina,bradicardia,eritromicina,gonorrea
8338,vincristina,leucemia,naproxeno,bursitis
8339,feniltoloxamina,urticaria,codeina,dolor
8340,lansoprazol,esofagitis,atropina,envenenamiento
8341,pamidronato,hipercalcemia,imipenem,septicemia
8342,morfina,disnea,ketamina,dolor
8343,escopolamina,rinitis,indometacina,bursitis
8344,finasterida,calvicie,calcitriol,soriasis
8345,pseudoefedrina,sinusitis,olanzapina,esquizofrenia
8346,glucagon,bradicardia,dietilestilbestrol,carcinoma
8347,fisostigmina,glaucoma,cerivastatina,hipercolesterolemia
8348,codeina,tos,aspirina,dolor
8349,vinblastina,reticulosis,haloperidol,vomitos
8350,paromomicina,amebiasis,eugenol,dentalgia
8351,prednisona,hipercalcemia,itraconazol,candidosis
8352,oxigeno,neumonia,octreotida,adenoma
8353,pseudoefedrina,rinitis,oxigeno,gangrenoso
8354,probenecid,gota,penicilamina,reumatismo
8355,clorpromazina,esquizofrenia,azitromicina,tonsilitis
8356,rifabutina,tuberculosis,citrato,acidosis
8357,fenilefrina,rinitis,bromocriptina,amenorrea
8358,flutamida,hirsutismo,cefepima,neutropenia
8359,risperidona,demencia,ampicilina,listerelosis
8360,metronidazol,absceso,atropina,bradicardia
8361,deferoxamina,hemocromatosis,acetilcisteina,amiloidosis
8362,liotironina,tirotoxicosis,glucagon,shock
8363,vinblastina,reticulosis,oxigeno,gangrenoso
8364,dietilestilbestrol,carcinoma,diclorodiaminoplatino,carcinoma
8365,fluorouracilo,keratosis,acemanan,leucemia
8366,meropenem,peritonitis,ceftazidima,meningitis
8367,talidomida,reticulosis,epinefrina,taquiarritmia
8368,ametopterina, m osteosarcoma,aprotinina,sangrado
8369,guaifenesina,coqueluche,flecainida,taquiarritmia
8370,meticilina,osteomielitis,glucagon,shock
8371,meprobamato,cefalodinia,ciprofloxacino,gonorrea
8372,cisaprida,estreñimiento,auranofina,penfigo
8373,fenilpropanolamina,obesidad,esomeprazol,acidez
8374,oxigeno,neumonia,clorpromazina,nauseoso
8375,itraconazol,leishmaniosis,aspirina,fiebre
8376,rofecoxib,dismenorrea,levofloxacino,neumonia
8377,pralidoxima,envenenamiento,niacina,hiperlipemia
8378,sulfanilamida,candidosis,ciprofloxacino,cistitis
8379,teofilina,bradicardia,cocaina,tos
8380,itraconazol,neutropenia,ciprofloxacino,cistitis
8381,clonazepam,neuralgia,buprenorfina,dolor
8382,tetraciclina,lues,feniltoloxamina,rinitis
8383,levofloxacino,bronquitis,difenhidramina,rinitis
8384,haloperidol,esquizofrenia,guaifenesina,rinitis
8385,prednisolona,edema,cefuroxima,neumonia
8386,quinina,plasmodiosis,bromocriptina,infertil
8387,etoposido,rabdosarcoma,caspofungina,aspergilosis
8388,pilocarpina,asialia,cloroquina,amebiasis
8389,loratadina,urticaria,colecalciferol,soriasis
8390,teofilina,bradicardia,fenol,dolor
8391,etoposido,rabdosarcoma,diclorodiaminoplatino,carcinoma
8392,aspirina,inflamacion,amoxicilina,sinusitis
8393,topiramato,epilepsia,indometacina,dolor
8394,acetofenetidina,fiebre,glucagon,hipopiesis
8395,vincristina,linfoma,esomeprazol,acidez
8396,paromomicina,amebiasis,atorvastatina,hipertrigliceridemia
8397,enoxaparina,angor,cefuroxima,neumonia
8398,tetraciclina,gonorrea,escopolamina,disenteria
8399,diclorodiaminoplatino,neuroblastoma,atropina,bradicardia
8400,resorcinol,rosacea,perfenazina,esquizofrenia
8401,ciclofosfamida,retinoblastoma,ceftazidima,fiebre
8402,glucagon,anafilaxia,fluorouracilo,keratosis
8403,teofilina,bradicardia,meropenem,apendicitis
8404,isotretinoina,leucemia,paracetamol,fiebre
8405,propranolol,taquiarritmia,cortisol,inflamacion
8406,rifampicina,brucelosis,flucitosina,meningitis
8407,naproxeno,inflamacion,metronidazol,giardosis
8408,meropenem,fiebre,lidocaina,taquiarritmia
8409,sulfatiazol,vaginitis,ceftazidima,fiebre
8410,nabumetona,inflamacion,albendazol,hidatidosis
8411,espironolactona,edema,fluor,osteoporosis
8412,tiroxina,bocio,ampicilina,meningitis
8413,liotironina,tirotoxicosis,fenobarbital,hiperbilirrubinemia
8414,imipramina,enuresis,etoposido,neuroblastoma
8415,norfloxacino,prostatitis,clonidina,dismenorrea
8416,itraconazol,aspergilosis,flecainida,taquiarritmia
8417,moxifloxacino,bronquitis,hidroquinona,hiperpigmentacion
8418,papaverina,tromboembolia,ciprofloxacino,neutropenia
8419,glucagon,anafilaxia,dihidrocodeina,dolor
8420,sildenafilo,impotencia,oxacilina,meningitis
8421,clonidina,diarrea,atropina,bradicardia
8422,hidroxicloroquina,plasmodiosis,enoxaparina,tromboflebitis
8423,hidroxicarbamida,leucocitosis,cefotaxima,meningitis
8424,topotecan,carcinoma,furosemida,edema
8425,opio,diarrea,loratadina,urticaria
8426,diclorodiaminoplatino,neuroblastoma,cimetidina,dispepsia
8427,fisostigmina,glaucoma,metronidazol,rosacea
8428,risperidona,esquizofrenia,mitoxantrona,linfoma
8429,progesterona,amenorrea,difenhidramina,urticaria
8430,doxiciclina,lues,docetaxel,melanoma
8431,sulfametoxazol,bronquitis,hidroxicloroquina,reumatismo
8432,mitoxantrona,linfoma,clonidina,diarrea
8433,dexametasona,vomitos,clindamicina,toxoplasmosis
8434,tiamina,pelagra,clonidina,glaucoma
8435,temozolomida,astroglioma,penicilamina,reumatismo
8436,naproxeno,gota,cloroquina,amebiasis
8437,cortisol,shock,cefotaxima,meningitis
8438,digoxina,shock,cocaina,tos
8439,prednisona,reumatismo,bromocriptina,acromegalia
8440,tiamina,pelagra,linezolid,neumonia
8441,sildenafilo,impotencia,clonazepam,esquizofrenia
8442,sildenafilo,impotencia,colecalciferol,osteoporosis
8443,nitazoxanida,diarrea,clomipramina,dolor
8444,hidroxicarbamida,melanoma,difenhidramina,urticaria
8445,tiamina,beriberi,aspirina,inflamacion
8446,lindano,prurito,brimonidina,glaucoma
8447,digoxina,shock,cefotaxima,peritonitis
8448,meropenem,meningitis,diclorodiaminoplatino,astroglioma
8449,escopolamina,diverticulitis,bleomicina,melanoma
8450,valdecoxib,dismenorrea,ceftriaxona,meningitis
8451,itraconazol,histoplasmosis,cefepima,sepsis
8452,citalopram,demencia,cefuroxima,faringitis
8453,dapsona,lepra,alcanfor,dolor
8454,fluconazol,meningitis,colecalciferol,soriasis
8455,claritromicina,sinusitis,bromocriptina,hiperprolactinemia
8456,fenfluramina,obesidad,cefepima,pielonefritis
8457,prednisolona,conjuntivitis,acetofenetidina,dolor
8458,procarbazina,melanoma,cloroquina,penfigo
8459,cisaprida,estreñimiento,auranofina,artritis
8460,permetrina,prurito,aspirina,inflamacion
8461,talidomida,lepra,haloperidol,esquizofrenia
8462,levetiracetam,epilepsia,hidroxicarbamida,melanoma
8463,prazicuantel,helmintosis,ametopterina,leucemia
8464,atorvastatina,hipertrigliceridemia,ampicilina,gonorrea
8465,testosterona,hipogonadismo,mitoxantrona,sarcoma
8466,vancomicina,enterocolitis,dexametasona,nauseoso
8467,colchicina,amiloidosis,acetilcisteina,neumonia
8468,imipramina,dolor,colchicina,gota
8469,pilocarpina,midriasis,melfalan,neuroblastoma
8470,cortisol,shock,cisaprida,gastroparesia
8471,azufre,rosacea,selegilina,esquizofrenia
8472,moxifloxacino,bronquitis,clomipramina,dolor
8473,irinotecan,leucemia,ceftazidima,neumonia
8474,prednisolona,reumatismo,acetilcisteina,neumonia
