,Term1,Term2,Term3,Term4
6908,urticaria,piel,gingivoestomatitis,mandibula
6909,queratoconjuntivitis,ojo,queratitis,cornea
6910,ciatica,articulaciones,rubor,cabello
6911,lanugo,cabello,crup,laringe
6912,mirada,ojo,bronconeumonia,pulmon
6913,taquiarritmia,corazon,hiperreflexia,nervio
6914,demencia,cerebro,crup,traquea
6915,encefalitis,cerebro,dismenorrea,utero
6916,encefalomielitis,cerebro,acrodermatitis,piel
6917,hepatitis,higado,glositis,lengua
6918,fototoxicidad,piel,anquiloglosia,mandibula
6919,fotopsia,ojo,anovulatorio,ovario
6920,picazon,piel,miliaria,piel
6921,retinitis,ojo,bronquiolitis,pulmon
6922,escleritis,ojo,acrodermatitis,piel
6923,reflujo,esofago,bronquiolitis,pulmon
6924,deslumbramiento,ojo,apendicitis,apendice
6925,narcosis,cerebro,corvaza,articulaciones
6926,glositis,mandibula,contextura,piel
6927,glomerulonefritis,riñon,epilepsia,cerebro
6928,queloide,piel,hemoptisis,expectoracion
6929,taquiarritmia,corazon,esofagitis,esofago
6930,vitiligo,piel,artrogrifosis,cerebro
6931,prostatitis,prostata,anosmia,nariz
6932,lanugo,cabello,bursitis,articulaciones
6933,periodontitis,mandibula,cataplexia,cerebro
6934,pinguicula,conjuntiva,bacteriemia,sangre
6935,vaginitis,vagina,demencia,cerebro
6936,neuralgia,nervio,glomerulonefritis,riñon
6937,hiperreflexia,nervio,amiantosis,pulmon
6938,taurodontismo,lengua,artrogrifosis,articulaciones
6939,tracoma,ojo,insomnio,cerebro
6940,cicatriz,piel,artralgia,articulaciones
6941,pesadilla,cerebro,erisipela,piel
6942,palidez,cara,bruxismo,mandibula
6943,celulitis,piel,diaforesis,cabello
6944,desmayo,cerebro,atelectasia,pulmon
6945,osteomielitis,cartilago,hiperemia,cabello
6946,soriasis,piel,eczema,piel
6947,acidez,piel,gastrinoma,duodeno
6948,hiperreflexia,nervio,criptorquidia,testiculo
6949,hipospadias,uretra,dismenorrea,utero
6950,polio,cerebro,apendicitis,apendice
6951,prognatismo,mandibula,dermatomicosis,cabello
6952,hipernasalidad,nariz,hidrotorax,pleura
6953,soriasis,piel,prognatismo,cartilago
6954,estrabismo,ojo,paperas,mandibula
6955,cicatriz,piel,astigmatismo,ojo
6956,progeria,piel,dismenorrea,utero
6957,hidrotorax,pleura,guiño,ojo
6958,asialia,saliva,prurito,piel
6959,vitiligo,piel,fototoxicidad,piel
6960,carotico,cerebro,amordazar,esofago
6961,vaccina,piel,coriorretinitis,coroides
6962,vitiligo,piel,vaginitis,vagina
6963,soriasis,piel,erisipela,piel
6964,rinorrea,nariz,cianosis,piel
6965,uveitis,ojo,liposarcoma,piel
6966,hepatitis,higado,coriorretinitis,coroides
6967,lanugo,cabello,amaurosis,ojo
6968,pinguicula,conjuntiva,hemotorax,pleura
6969,escencia,nariz,dislexia,cerebro
6970,taurodontismo,lengua,noma,piel
6971,prognatismo,mandibula,disfluidez,cerebro
6972,prurito,piel,retinitis,ojo
6973,tracoma,conjuntiva,anquiloglosia,cara
6974,meningoencefalitis,cerebro,colestasis,higado
6975,parestesia,piel,midriasis,pupilar
6976,purpura,piel,parestesia,piel
6977,tinnitus,laberinto,bacteriemia,sangre
6978,escleritis,ojo,artrogrifosis,cerebro
6979,vitiligo,piel,neuritis,nervio
6980,parestesia,piel,epistaxis,nariz
6981,parasoriasis,piel,catarata,cristalino
6982,microencefalia,cerebro,ambliopia,ojo
6983,periodontitis,mandibula,hepatoesplenomegalia,bazo
6984,ovulatorio,ovario,noma,piel
6985,miasis,piel,dermatomicosis,piel
6986,polio,cerebro,aura,cerebro
6987,picazon,piel,noma,mandibula
6988,pericarditis,corazon,posimagen,ojo
6989,acidez,piel,amuck,cerebro
6990,flictena,piel,artritis,articulaciones
6991,uveitis,uvea,queilitis,mandibula
6992,equimosis,cabello,anquiloglosia,cara
6993,hidrotorax,pleura,hemotorax,pleura
6994,insulinoma,pancreas,impetigo,piel
6995,rinofima,piel,dismenorrea,utero
6996,esteatohepatitis,higado,retinitis,retina
6997,maniaco,cerebro,coroiditis,coroides
6998,poliosis,cabello,amordazar,esofago
6999,gota,sangre,guiño,nervio
7000,piometra,utero,petequias,piel
7001,reumatismo,articulaciones,diaforesis,cabello
7002,priapismo,pene,corvaza,articulaciones
7003,soriasis,piel,parasomnia,cerebro
7004,esteatohepatitis,higado,albinismo,ojo
7005,rubor,cabello,somnolencia,cerebro
7006,desmayo,cerebro,aura,cerebro
7007,retinitis,coroides,prognatismo,cartilago
7008,asialia,mandibula,viremia,sangre
7009,gingivoestomatitis,mandibula,queilitis,mandibula
7010,nefrocalcinosis,riñon,acrodermatitis,piel
7011,paraqueratosis,piel,nefrocalcinosis,riñon
7012,vertigo,laberinto,lipodistrofia,piel
7013,rinofima,piel,cicatriz,piel
7014,priapismo,pene,epilepsia,cerebro
7015,espondilosis,articulaciones,pterigion,conjuntiva
7016,microencefalia,cerebro,epididimitis,testiculo
7017,desmayo,cerebro,anquiloglosia,cara
7018,bronconeumonia,pulmon,bacteriemia,sangre
7019,lanugo,cabello,diaforesis,cabello
7020,osteopenia,cartilago,coriorretinitis,coroides
7021,anovulatorio,ovario,anquiloglosia,cara
7022,queratitis,ojo,absceso,piel
7023,tinnitus,laberinto,excoriacion,piel
7024,vaginitis,vagina,pleuroneumonia,pleura
7025,pleuresia,pleura,microencefalia,cerebro
7026,scrapie,cerebro,colestasis,higado
7027,asma,pulmon,alodinia,piel
7028,meningoencefalitis,cerebro,erisipela,piel
7029,tracoma,ojo,hipernasalidad,nariz
7030,microencefalia,cerebro,agiria,cerebro
7031,midriasis,pupilar,hepatoesplenomegalia,higado
7032,neumonia,pulmon,pinguicula,conjuntiva
7033,reumatismo,articulaciones,erisipela,piel
7034,asialia,saliva,artritis,articulaciones
7035,osteomalacia,cartilago,despierto,cerebro
7036,polio,cerebro,glositis,lengua
7037,tatuaje,piel,glaucoma,ojo
7038,prognatismo,mandibula,hidronefrosis,riñon
7039,espondilosis,articulaciones,septicemia,sangre
7040,desgarro,piel,astigmatismo,ojo
7041,esplenomegalia,bazo,hemoptisis,expectoracion
7042,acidez,piel,ambliopia,ojo
7043,pitiriasis,piel,keratosis,piel
7044,esclerodermia,fascia,amordazar,esofago
7045,estornudo,nariz,pielonefritis,riñon
7046,espondilosis,articulaciones,anosmia,nariz
7047,esplenomegalia,bazo,miliaria,piel
7048,gingivitis,encia,abrasion,piel
7049,neumoconiosis,pulmon,foliculitis,piel
7050,estornudo,nariz,rubor,cara
7051,osteoporosis,cartilago,guiño,ojo
7052,maloclusion,denticion,duodenitis,duodeno
7053,pancreatitis,pancreas,somnolencia,cerebro
7054,cataplexia,cerebro,asma,pulmon
7055,tracoma,ojo,scrapie,posencefalo
7056,raquitismo,cartilago,palidez,piel
7057,vaginitis,vagina,esteatohepatitis,higado
7058,raquitismo,cartilago,microencefalia,cerebro
7059,taurodontismo,cara,lipoatrofia,piel
7060,pustula,piel,purpura,piel
7061,septicemia,sangre,osteomielitis,cartilago
7062,mediastinitis,mediastino,desvanecimiento,cerebro
7063,prognatismo,mandibula,meningococemia,sangre
7064,neumotorax,pleura,endometritis,endometrio
7065,osteoporosis,cartilago,catarata,cristalino
7066,neuropatia,nervio,atelectasia,pulmon
7067,coroiditis,coroides,despierto,cerebro
7068,queloide,piel,demencia,cerebro
7069,tracoma,ojo,conjuntivitis,ojo
7070,raquitismo,cartilago,neuropatia,nervio
7071,asialia,saliva,neumonia,pulmon
7072,noma,piel,coriorretinitis,retina
7073,meningococemia,sangre,hiperbilirrubinemia,higado
7074,narcolepsia,cerebro,rubor,piel
7075,glomerulonefritis,riñon,gastrinoma,duodeno
7076,demencia,cerebro,aura,cerebro
7077,criptorquidia,pelvis,anosmia,nariz
7078,xerodermia,piel,fibromialgia,articulaciones
7079,periodontitis,mandibula,deslumbramiento,ojo
7080,encefalitis,cerebro,anosmia,nariz
7081,glomerulonefritis,riñon,conjuntivitis,ojo
7082,sinovitis,articulaciones,osteoporosis,cartilago
7083,vaccina,piel,hidronefrosis,riñon
7084,traqueitis,traquea,miasis,piel
7085,retinitis,coroides,celulitis,piel
7086,neuritis,nervio,rubor,cara
7087,neumonitis,pulmon,guiño,ojo
7088,osteoporosis,cartilago,cicatriz,piel
7089,soriasis,piel,hepatoesplenomegalia,bazo
7090,polineuropatia,nervio,osteopenia,cartilago
7091,poliosis,cabello,somnolencia,cerebro
7092,kuru,posencefalo,artrogrifosis,cerebro
7093,presbicia,ojo,atelectasia,pulmon
7094,lipoatrofia,piel,politricosis,piel
7095,tracoma,conjuntiva,hiperbilirrubinemia,higado
7096,priapismo,pene,albinismo,ojo
7097,narcosis,cerebro,alodinia,piel
7098,mareo,cerebro,dermatomiositis,piel
7099,reflujo,abdomen,parestesia,piel
7100,orquitis,testiculo,epilepsia,cerebro
7101,lanugo,cabello,criptorquidia,pelvis
7102,flictena,piel,anquiloglosia,cara
7103,carotico,cerebro,queilitis,mandibula
7104,meningoencefalitis,cerebro,acne,piel
7105,tracoma,ojo,esteatohepatitis,higado
7106,hiperbilirrubinemia,higado,ambidiestro,cerebro
7107,macrocefalo,cabeza,coriorretinitis,coroides
7108,gingivoestomatitis,mandibula,gingivoestomatitis,encia
7109,microencefalia,cerebro,epilepsia,cerebro
7110,atelectasia,pulmon,amuck,cerebro
7111,taurodontismo,mandibula,osteoma,cartilago
7112,rosacea,piel,hidrotorax,pleura
7113,penfigo,piel,osteopenia,cartilago
7114,osteomalacia,cartilago,conjuntivitis,ojo
7115,pterigion,cornea,neumonia,pulmon
7116,poliosis,cabello,glositis,lengua
7117,raquitismo,cartilago,rubor,cabello
7118,neuropatia,nervio,acalasia,abdomen
7119,taquiarritmia,corazon,hepatomegalia,higado
7120,pleuresia,pleura,enterorragia,recto
7121,gingivoestomatitis,encia,disfluidez,cerebro
7122,osteoporosis,cartilago,queratocono,cornea
7123,pioderma,piel,hiperpigmentacion,piel
7124,encandilamiento,ojo,amaurosis,ojo
7125,rinofima,piel,dermatomicosis,piel
7126,amordazar,esofago,mareo,cerebro
7127,microencefalia,cerebro,abrasion,piel
7128,neuritis,nervio,colestasis,higado
7129,soriasis,piel,bronquiolitis,pulmon
7130,xerodermia,piel,taquiarritmia,corazon
7131,fotopsia,ojo,epilepsia,cerebro
7132,sepsis,sangre,duodenitis,duodeno
7133,miopia,ojo,cataplexia,cerebro
7134,retinitis,ojo,osteomielitis,cartilago
7135,acidez,piel,acne,piel
7136,sudoracion,cabello,esteatohepatitis,higado
7137,osteitis,cartilago,miliaria,piel
7138,sarna,piel,hemocromatosis,higado
7139,macrocefalo,cabeza,alodinia,piel
7140,xerodermia,piel,erisipela,piel
7141,duodenitis,duodeno,ambliopia,ojo
7142,esofagitis,esofago,criptorquidia,testiculo
7143,pterigion,cornea,cianosis,piel
7144,antrax,piel,abrasion,piel
7145,queratoconjuntivitis,conjuntiva,posimagen,ojo
7146,enterorragia,recto,glaucoma,ojo
7147,gingivoestomatitis,encia,dislexia,cerebro
7148,maloclusion,mandibula,hipernasalidad,nariz
7149,purpura,piel,epididimitis,epididimo
7150,osteopenia,cartilago,catarata,cristalino
7151,piometra,utero,hipernasalidad,nariz
7152,amordazar,esofago,emetropia,ojo
7153,hepatitis,higado,catarata,cristalino
7154,lanugo,cabello,erisipela,piel
7155,pesadilla,cerebro,laberintitis,laberinto
7156,pielonefritis,riñon,fotopsia,ojo
7157,viremia,sangre,glositis,mandibula
7158,escleritis,ojo,ambliopia,ojo
7159,soriasis,piel,albinismo,piel
7160,espondilosis,articulaciones,ovulatorio,ovario
7161,pinguicula,conjuntiva,abrasion,piel
7162,narcosis,cerebro,amaurosis,ojo
7163,osteitis,cartilago,anosmia,nariz
7164,retinoblastoma,retina,dormido,cerebro
7165,emetropia,ojo,posimagen,ojo
7166,polineuropatia,nervio,orquitis,testiculo
7167,piedra,cabello,afaquia,cristalino
7168,lanugo,cabello,hidrotorax,pleura
7169,piedra,cabello,calvicie,piel
7170,hipernasalidad,nariz,foliculitis,piel
7171,criptorquidia,testiculo,cataplexia,cerebro
7172,desvanecimiento,cerebro,dermatomiositis,piel
7173,tatuaje,piel,calvicie,cabello
7174,desmayo,cerebro,poliosis,piel
7175,petequias,piel,politricosis,cabello
7176,eczema,piel,cataplexia,cerebro
7177,insomnio,cerebro,rubor,cabello
7178,scrapie,posencefalo,miopia,ojo
7179,taurodontismo,lengua,osteoporosis,cartilago
7180,uremia,riñon,kuru,cerebro
7181,lepra,piel,dermatomiositis,piel
7182,mediastinitis,mediastino,fibrilacion,corazon
7183,amordazar,esofago,aturdimiento,cerebro
7184,glomerulonefritis,riñon,glaucoma,ojo
7185,maloclusion,denticion,delirio,cerebro
7186,excoriacion,piel,flictena,piel
7187,asialia,mandibula,penfigo,piel
7188,estrabismo,ojo,hirsutismo,piel
7189,gastrinoma,duodeno,ambidiestro,cerebro
7190,noma,mandibula,microencefalia,cerebro
7191,hepatitis,higado,acne,piel
7192,traqueitis,traquea,lanugo,cabello
7193,priapismo,pene,cianosis,piel
7194,tatuaje,piel,queloide,piel
7195,palidez,piel,microencefalia,cerebro
7196,prognatismo,cartilago,bronquiolitis,pulmon
7197,sinovitis,articulaciones,priapismo,pene
7198,esplenomegalia,bazo,mareo,cerebro
7199,urticaria,piel,estertores,pecho
7200,variola,piel,poliartritis,articulaciones
7201,palidez,cara,cataplexia,cerebro
7202,scrapie,cerebro,amordazar,esofago
7203,insomnio,cerebro,narcolepsia,cerebro
7204,hiperemia,cabello,endometritis,endometrio
7205,pitiriasis,piel,duodenitis,duodeno
7206,gota,sangre,erisipela,piel
7207,duodenitis,duodeno,coriorretinitis,retina
7208,narcosis,cerebro,laringitis,laringe
7209,gota,sangre,ambidiestro,cerebro
7210,glaucoma,ojo,coroiditis,uvea
7211,escleritis,esclerotica,angioedema,piel
7212,prurito,piel,reflujo,esofago
7213,mareo,cerebro,dermatomicosis,piel
7214,hiperemia,cabello,mareo,cerebro
7215,insulinoma,pancreas,coroiditis,uvea
7216,macrocefalo,cabeza,hipersomnia,cerebro
7217,silicatosis,pulmon,miliaria,piel
7218,palidez,piel,endometritis,endometrio
7219,queratocono,cornea,hiperqueratosis,piel
7220,parestesia,piel,osteopenia,cartilago
7221,hidrotorax,pleura,encefalitis,cerebro
7222,scrapie,posencefalo,fascitis,fascia
7223,nefrocalcinosis,riñon,diaforesis,piel
7224,neumoconiosis,pulmon,hirsutismo,piel
7225,desmayo,cerebro,maloclusion,denticion
7226,deslumbramiento,ojo,epididimitis,testiculo
7227,stare,ojo,dermatitis,piel
7228,sudoracion,piel,neuropatia,nervio
7229,petequias,piel,glositis,mandibula
7230,vertigo,cerebro,dislexia,cerebro
7231,escotoma,ojo,gingivoestomatitis,encia
7232,polineuropatia,nervio,parasomnia,cerebro
7233,osteopenia,cartilago,uricacidemia,sangre
7234,neumoconiosis,pulmon,parasoriasis,piel
7235,poliosis,piel,cianosis,cabello
7236,aura,cerebro,acrodermatitis,piel
7237,hemoptisis,expectoracion,gingivitis,encia
7238,rosacea,piel,gota,sangre
7239,estornudo,nariz,antrax,piel
7240,fototoxicidad,piel,parasoriasis,piel
7241,encefalomielitis,cerebro,encefalitis,cerebro
7242,ictericia,piel,crup,traquea
7243,rinorrea,nariz,maloclusion,denticion
7244,esteatohepatitis,higado,miasis,piel
7245,astigmatismo,ojo,artrogrifosis,cerebro
7246,osteoma,cartilago,amuck,cerebro
7247,hipomania,cerebro,absceso,piel
7248,hipospadias,uretra,conjuntivitis,conjuntiva
7249,urticaria,piel,queratitis,cornea
7250,kuru,cerebro,aura,cerebro
7251,liposarcoma,piel,hiperqueratosis,piel
7252,taurodontismo,lengua,hiperpatia,piel
7253,scrapie,cerebro,encefalomielitis,cerebro
7254,tinnitus,laberinto,diaforesis,cabello
7255,glomerulonefritis,riñon,crup,traquea
7256,asialia,saliva,osteopenia,cartilago
7257,prognatismo,cartilago,microencefalia,cerebro
7258,piedra,piel,coroiditis,retina
7259,neuralgia,nervio,encefalitis,cerebro
7260,reumatismo,articulaciones,narcosis,cerebro
7261,progeria,piel,hemotorax,pleura
7262,rinofima,piel,anquiloglosia,lengua
7263,erisipela,piel,disfluidez,cerebro
7264,pleuroneumonia,pleura,desgarro,piel
7265,vertigo,laberinto,presbicia,ojo
7266,insomnio,cerebro,politricosis,cabello
7267,piedra,piel,agiria,cerebro
7268,gastrinoma,duodeno,equimosis,cabello
7269,coroiditis,uvea,ambliopia,ojo
7270,tracoma,ojo,duodenitis,duodeno
7271,uveitis,uvea,presbicia,ojo
7272,endocarditis,endocardio,artrogrifosis,articulaciones
7273,uveitis,uvea,polio,cerebro
7274,osteitis,cartilago,deslumbramiento,ojo
7275,ovulatorio,ovario,coriorretinitis,retina
7276,pielonefritis,riñon,epididimitis,epididimo
7277,glomerulonefritis,riñon,corvaza,articulaciones
7278,rubor,cabello,delirio,cerebro
7279,erisipela,piel,albinismo,ojo
7280,hiperostosis,cartilago,enterorragia,recto
7281,contextura,piel,calvicie,cabello
7282,taurodontismo,lengua,neuropatia,nervio
7283,urticaria,piel,bursitis,articulaciones
7284,vaginitis,vagina,epididimitis,testiculo
7285,fototoxicidad,piel,conjuntivitis,ojo
7286,taquiarritmia,corazon,dislexia,cerebro
7287,peritonitis,peritoneo,epilepsia,cerebro
7288,uveitis,ojo,midriasis,pupilar
7289,sudoracion,cabello,parasomnia,cerebro
7290,politricosis,piel,guiño,ojo
7291,lepra,piel,ambliopia,ojo
7292,pinguicula,conjuntiva,erisipela,piel
7293,hemotorax,pleura,guiño,nervio
7294,neumoconiosis,pulmon,bronquiolitis,pulmon
7295,taurodontismo,mandibula,endometritis,endometrio
7296,taquiarritmia,corazon,cianosis,piel
7297,taquiarritmia,corazon,stare,ojo
7298,prognatismo,mandibula,neumoconiosis,pulmon
7299,peritonitis,peritoneo,hepatoesplenomegalia,higado
7300,neuromielitis,nervio,hiperemia,piel
7301,taquiarritmia,corazon,hiperqueratosis,piel
7302,alinfocitosis,linfocito,encefalitis,cerebro
7303,insulinoma,abdomen,hepatitis,higado
7304,pleuresia,pleura,pinguicula,conjuntiva
7305,hipospadias,uretra,diaforesis,piel
7306,espondilosis,articulaciones,contextura,piel
7307,pleuroneumonia,pleura,cianosis,cabello
7308,sinovitis,articulaciones,retinoblastoma,retina
7309,pustula,piel,laminitis,pezuña
7310,reflujo,esofago,orquitis,testiculo
7311,gota,sangre,conjuntivitis,conjuntiva
7312,tatuaje,piel,insulinoma,abdomen
7313,uveitis,uvea,scrapie,cerebro
7314,acidez,piel,glositis,mandibula
7315,viremia,sangre,osteitis,cartilago
7316,prognatismo,cartilago,atelectasia,pulmon
7317,vaginitis,vagina,atelectasia,pulmon
7318,prognatismo,cartilago,rubor,cabello
7319,gastrinoma,duodeno,epididimitis,epididimo
7320,acidez,esofago,rubor,cabello
7321,taurodontismo,lengua,stare,ojo
7322,variola,piel,laminitis,pezuña
7323,escleritis,ojo,neuritis,nervio
7324,gota,sangre,amiantosis,pulmon
7325,laberintitis,laberinto,bronconeumonia,pulmon
7326,insomnio,cerebro,scrapie,posencefalo
7327,poliartritis,articulaciones,bruxismo,mandibula
7328,nefrocalcinosis,riñon,bruxismo,mandibula
7329,polio,cerebro,queratoconjuntivitis,cornea
7330,ovulatorio,ovario,colestasis,higado
7331,raquitismo,cartilago,bacteriemia,sangre
7332,uricacidemia,sangre,diplopia,ojo
7333,rinofima,piel,artrogrifosis,articulaciones
7334,osteomielitis,cartilago,lipodistrofia,piel
7335,stare,ojo,guiño,nervio
7336,neuritis,nervio,amordazar,esofago
7337,poiquilodermia,piel,ginecomastia,mama
7338,hepatomegalia,higado,posimagen,ojo
7339,laberintitis,laberinto,queratoconjuntivitis,cornea
7340,deslumbramiento,ojo,ambidiestro,cerebro
7341,insomnio,cerebro,deslumbramiento,ojo
7342,macrocefalo,cabeza,crup,traquea
7343,pioderma,piel,lepra,piel
7344,ciatica,articulaciones,endometritis,endometrio
7345,peritonitis,peritoneo,ovulatorio,ovario
7346,paperas,mandibula,bronquiolitis,pulmon
7347,encefalitis,cerebro,posimagen,ojo
7348,miocarditis,miocardio,dermatomicosis,cabello
7349,prognatismo,mandibula,queratitis,ojo
7350,hirsutismo,piel,despierto,cerebro
7351,retinitis,retina,prognatismo,mandibula
7352,hiperpigmentacion,piel,coroiditis,coroides
7353,neuropatia,nervio,endometritis,endometrio
7354,tendonitis,articulaciones,colestasis,higado
7355,reflujo,esofago,pioderma,piel
7356,hiperemia,piel,epistaxis,nariz
7357,sarna,piel,mareo,cerebro
7358,reflujo,abdomen,pleuresia,pleura
7359,silicatosis,pulmon,mastitis,mama
7360,neuritis,nervio,cataplexia,cerebro
7361,midriasis,pupilar,lanugo,cabello
7362,esteatohepatitis,higado,guiño,ojo
7363,lanugo,cabello,insulinoma,pancreas
7364,foliculitis,piel,aturdimiento,cerebro
7365,soriasis,piel,laberintitis,laberinto
7366,equimosis,cabello,cataplexia,cerebro
7367,palidez,cara,rubor,cara
7368,scrapie,posencefalo,piedra,piel
7369,hemotorax,pleura,antrax,piel
7370,neumoconiosis,pulmon,peritonitis,peritoneo
7371,dismenorrea,utero,anquiloglosia,lengua
7372,dislexia,cerebro,dormido,cerebro
7373,picazon,piel,bacteriemia,sangre
7374,neumonia,pulmon,dermatomiositis,piel
7375,desvanecimiento,cerebro,colestasis,higado
7376,pancreatitis,pancreas,artritis,articulaciones
7377,hepatoesplenomegalia,bazo,delirio,cerebro
7378,penfigo,piel,coroiditis,retina
7379,pterigion,conjuntiva,osteoma,cartilago
7380,gingivitis,mandibula,criptorquidia,pelvis
7381,petequias,piel,crup,laringe
7382,microencefalia,cerebro,hirsutismo,cabello
7383,escleritis,esclerotica,reflujo,esofago
7384,urticaria,piel,epistaxis,nariz
7385,soriasis,piel,pitiriasis,piel
7386,retinitis,retina,deslumbramiento,ojo
7387,politricosis,piel,abrasion,piel
7388,taquiarritmia,corazon,hemoptisis,expectoracion
7389,afaquia,cristalino,acalasia,abdomen
7390,polineuropatia,nervio,cianosis,cabello
7391,fotopsia,ojo,criptorquidia,testiculo
7392,rinofima,piel,excoriacion,piel
